10163,8008.9,5866.8,3736.7,1619,-485.97,-2578,-4656.7,-6722,-8773.5,-10811,-12835,-14844,-16838,-18818,-20784,-22735,-24670,-26591,-28497,-30388,-32265,-34126,-35972,-37804,-39621,-41424,-43212,-44986,-46746,-48492,-50225,-51944,-53649,-55342,-57022,-58690,-60345,-61989,-63622,-65244,-66855,-68455,-70046,-71628,-73201,-74766,-76322,-77872,-79414,-80950,-82481,-84006,-85527,-87044,-88557,-90068,-91577,-93085,-94591,-96098,-97606,-99116,-1.0063e+05,-1.0214e+05,-1.0366e+05,-1.0518e+05,-1.0671e+05,-1.0825e+05,-1.0979e+05,-1.1134e+05,-1.129e+05,-1.1447e+05,-1.1605e+05,-1.1764e+05,-1.1924e+05,-1.2086e+05,-1.2249e+05,-1.2414e+05,-1.258e+05,-1.2749e+05,-1.2919e+05,-1.309e+05,-1.3264e+05,-1.3441e+05,-1.3619e+05,-1.38e+05,-1.3983e+05,-1.4169e+05,-1.4358e+05,-1.4549e+05,-1.4743e+05,-1.4941e+05,-1.5141e+05,-1.5345e+05,-1.5553e+05,-1.5763e+05,-1.5978e+05,-1.6196e+05,-1.6418e+05
9846,7725.3,5615.8,3517.9,1431.8,-641.97,-2703.3,-4751.7,-6787.2,-8809.3,-10818,-12813,-14794,-16761,-18714,-20653,-22577,-24487,-26382,-28263,-30129,-31981,-33818,-35641,-37450,-39244,-41024,-42790,-44542,-46280,-48005,-49716,-51414,-53099,-54772,-56432,-58080,-59716,-61341,-62954,-64557,-66149,-67732,-69305,-70868,-72423,-73970,-75508,-77040,-78565,-80083,-81596,-83104,-84607,-86107,-87603,-89096,-90587,-92077,-93567,-95056,-96546,-98037,-99531,-1.0103e+05,-1.0253e+05,-1.0403e+05,-1.0554e+05,-1.0706e+05,-1.0858e+05,-1.1011e+05,-1.1165e+05,-1.132e+05,-1.1476e+05,-1.1633e+05,-1.1791e+05,-1.1951e+05,-1.2112e+05,-1.2274e+05,-1.2438e+05,-1.2604e+05,-1.2772e+05,-1.2941e+05,-1.3113e+05,-1.3286e+05,-1.3462e+05,-1.364e+05,-1.3821e+05,-1.4004e+05,-1.419e+05,-1.4378e+05,-1.4569e+05,-1.4764e+05,-1.4961e+05,-1.5162e+05,-1.5366e+05,-1.5573e+05,-1.5784e+05,-1.5999e+05,-1.6217e+05
9537.5,7449.7,5372.7,3306.8,1252.3,-790.42,-2821.1,-4839.4,-6845,-8837.9,-10818,-12784,-14737,-16677,-18602,-20514,-22412,-24296,-26166,-28022,-29863,-31691,-33504,-35303,-37088,-38859,-40617,-42360,-44090,-45807,-47510,-49201,-50878,-52543,-54195,-55835,-57463,-59080,-60685,-62280,-63863,-65437,-67001,-68555,-70100,-71637,-73166,-74687,-76201,-77708,-79209,-80704,-82194,-83680,-85162,-86641,-88116,-89590,-91063,-92534,-94006,-95478,-96951,-98426,-99905,-1.0139e+05,-1.0287e+05,-1.0436e+05,-1.0586e+05,-1.0736e+05,-1.0888e+05,-1.1039e+05,-1.1192e+05,-1.1346e+05,-1.1501e+05,-1.1657e+05,-1.1815e+05,-1.1974e+05,-1.2134e+05,-1.2296e+05,-1.2459e+05,-1.2624e+05,-1.2791e+05,-1.296e+05,-1.3131e+05,-1.3305e+05,-1.348e+05,-1.3658e+05,-1.3838e+05,-1.4021e+05,-1.4207e+05,-1.4395e+05,-1.4586e+05,-1.478e+05,-1.4978e+05,-1.5179e+05,-1.5383e+05,-1.559e+05,-1.5801e+05,-1.6016e+05
9236.7,7181.8,5137.1,3103.1,1080.1,-931.56,-2931.6,-4919.8,-6895.8,-8859.4,-10810,-12748,-14674,-16585,-18484,-20369,-22241,-24099,-25943,-27774,-29590,-31393,-33183,-34958,-36720,-38468,-40203,-41924,-43632,-45327,-47009,-48678,-50335,-51979,-53611,-55231,-56839,-58436,-60022,-61597,-63162,-64717,-66262,-67798,-69325,-70844,-72355,-73858,-75354,-76843,-78327,-79804,-81277,-82745,-84210,-85671,-87129,-88585,-90040,-91494,-92948,-94402,-95857,-97315,-98775,-1.0024e+05,-1.0171e+05,-1.0318e+05,-1.0466e+05,-1.0614e+05,-1.0763e+05,-1.0913e+05,-1.1064e+05,-1.1216e+05,-1.1369e+05,-1.1523e+05,-1.1678e+05,-1.1835e+05,-1.1993e+05,-1.2152e+05,-1.2313e+05,-1.2476e+05,-1.2641e+05,-1.2807e+05,-1.2976e+05,-1.3146e+05,-1.3319e+05,-1.3494e+05,-1.3672e+05,-1.3852e+05,-1.4035e+05,-1.422e+05,-1.4408e+05,-1.4599e+05,-1.4794e+05,-1.4991e+05,-1.5192e+05,-1.5396e+05,-1.5603e+05,-1.5814e+05
8943.6,6921.4,4909,2906.8,915.14,-1065.6,-3035.2,-4993.3,-6939.7,-8874.1,-10796,-12706,-14603,-16488,-18359,-20218,-22063,-23895,-25714,-27519,-29311,-31090,-32855,-34607,-36345,-38070,-39782,-41481,-43167,-44841,-46501,-48149,-49785,-51408,-53020,-54620,-56208,-57786,-59352,-60909,-62454,-63991,-65517,-67035,-68543,-70044,-71536,-73022,-74500,-75971,-77437,-78897,-80353,-81803,-83250,-84694,-86134,-87573,-89010,-90446,-91882,-93319,-94756,-96196,-97637,-99082,-1.0053e+05,-1.0198e+05,-1.0344e+05,-1.0491e+05,-1.0638e+05,-1.0786e+05,-1.0935e+05,-1.1085e+05,-1.1236e+05,-1.1387e+05,-1.1541e+05,-1.1695e+05,-1.1851e+05,-1.2008e+05,-1.2167e+05,-1.2327e+05,-1.249e+05,-1.2654e+05,-1.282e+05,-1.2988e+05,-1.3158e+05,-1.333e+05,-1.3505e+05,-1.3682e+05,-1.3862e+05,-1.4045e+05,-1.423e+05,-1.4418e+05,-1.4609e+05,-1.4803e+05,-1.5e+05,-1.5201e+05,-1.5405e+05,-1.5613e+05
8657.8,6668.2,4687.9,2717.5,757.11,-1192.8,-3132,-5060.1,-6976.9,-8882.2,-10776,-12657,-14526,-16383,-18228,-20059,-21878,-23685,-25478,-27258,-29025,-30780,-32521,-34249,-35964,-37666,-39356,-41032,-42696,-44348,-45987,-47613,-49228,-50831,-52422,-54002,-55571,-57129,-58676,-60213,-61740,-63257,-64765,-66264,-67754,-69237,-70711,-72178,-73639,-75093,-76541,-77983,-79421,-80854,-82283,-83709,-85132,-86554,-87973,-89392,-90810,-92228,-93648,-95069,-96493,-97919,-99349,-1.0078e+05,-1.0222e+05,-1.0367e+05,-1.0512e+05,-1.0658e+05,-1.0805e+05,-1.0953e+05,-1.1102e+05,-1.1252e+05,-1.1403e+05,-1.1555e+05,-1.1708e+05,-1.1863e+05,-1.202e+05,-1.2178e+05,-1.2338e+05,-1.25e+05,-1.2663e+05,-1.2829e+05,-1.2996e+05,-1.3166e+05,-1.3338e+05,-1.3512e+05,-1.3689e+05,-1.3869e+05,-1.4051e+05,-1.4236e+05,-1.4424e+05,-1.4615e+05,-1.4809e+05,-1.5006e+05,-1.5207e+05,-1.5411e+05
8379.2,6422,4473.8,2535,605.82,-1313.3,-3222.2,-5120.4,-7007.7,-8883.9,-10749,-12602,-14443,-16273,-18090,-19895,-21688,-23468,-25236,-26991,-28734,-30463,-32181,-33885,-35577,-37256,-38923,-40577,-42219,-43848,-45466,-47071,-48665,-50247,-51818,-53378,-54927,-56465,-57993,-59510,-61018,-62517,-64006,-65486,-66958,-68423,-69879,-71328,-72771,-74207,-75637,-77062,-78482,-79897,-81309,-82718,-84123,-85527,-86929,-88330,-89730,-91131,-92532,-93935,-95341,-96749,-98161,-99577,-1.01e+05,-1.0242e+05,-1.0386e+05,-1.053e+05,-1.0675e+05,-1.082e+05,-1.0967e+05,-1.1115e+05,-1.1264e+05,-1.1414e+05,-1.1565e+05,-1.1718e+05,-1.1872e+05,-1.2028e+05,-1.2186e+05,-1.2345e+05,-1.2506e+05,-1.2669e+05,-1.2834e+05,-1.3001e+05,-1.317e+05,-1.3342e+05,-1.3516e+05,-1.3693e+05,-1.3872e+05,-1.4054e+05,-1.4239e+05,-1.4426e+05,-1.4617e+05,-1.4811e+05,-1.5008e+05,-1.5209e+05
8107.5,6182.7,4266.5,2359.1,461.06,-1427.4,-3306,-5174.4,-7032.3,-8879.5,-10716,-12541,-14354,-16156,-17947,-19725,-21492,-23246,-24988,-26718,-28436,-30141,-31834,-33515,-35184,-36840,-38484,-40115,-41735,-43343,-44939,-46523,-48096,-49658,-51208,-52748,-54277,-55795,-57303,-58802,-60290,-61770,-63240,-64702,-66156,-67602,-69040,-70471,-71896,-73314,-74726,-76134,-77536,-78934,-80328,-81719,-83107,-84493,-85877,-87260,-88643,-90026,-91410,-92795,-94182,-95572,-96965,-98362,-99765,-1.0117e+05,-1.0259e+05,-1.0401e+05,-1.0544e+05,-1.0687e+05,-1.0832e+05,-1.0978e+05,-1.1124e+05,-1.1272e+05,-1.1422e+05,-1.1572e+05,-1.1724e+05,-1.1878e+05,-1.2033e+05,-1.219e+05,-1.2348e+05,-1.2509e+05,-1.2671e+05,-1.2836e+05,-1.3002e+05,-1.3171e+05,-1.3342e+05,-1.3516e+05,-1.3692e+05,-1.3871e+05,-1.4053e+05,-1.4237e+05,-1.4425e+05,-1.4615e+05,-1.4809e+05,-1.5006e+05
7842.6,5950.1,4065.6,2189.7,322.63,-1535.3,-3383.7,-5222.3,-7050.8,-8869,-10677,-12474,-14259,-16034,-17797,-19549,-21290,-23018,-24735,-26440,-28133,-29814,-31483,-33140,-34785,-36418,-38039,-39648,-41246,-42832,-44406,-45969,-47521,-49062,-50592,-52111,-53620,-55119,-56608,-58087,-59556,-61017,-62469,-63912,-65347,-66774,-68195,-69608,-71014,-72415,-73809,-75199,-76583,-77964,-79340,-80714,-82084,-83452,-84819,-86184,-87549,-88914,-90280,-91647,-93016,-94388,-95762,-97141,-98524,-99913,-1.0131e+05,-1.0271e+05,-1.0412e+05,-1.0554e+05,-1.0696e+05,-1.084e+05,-1.0984e+05,-1.113e+05,-1.1277e+05,-1.1426e+05,-1.1575e+05,-1.1727e+05,-1.1879e+05,-1.2034e+05,-1.219e+05,-1.2348e+05,-1.2508e+05,-1.267e+05,-1.2833e+05,-1.3e+05,-1.3168e+05,-1.3339e+05,-1.3512e+05,-1.3688e+05,-1.3867e+05,-1.4048e+05,-1.4232e+05,-1.442e+05,-1.461e+05,-1.4803e+05
7584.2,5723.8,3871.1,2026.5,190.34,-1637.1,-3455.4,-5264.3,-7063.5,-8852.8,-10632,-12401,-14159,-15906,-17643,-19368,-21082,-22785,-24476,-26156,-27824,-29480,-31125,-32759,-34380,-35990,-37589,-39175,-40751,-42315,-43868,-45410,-46941,-48461,-49970,-51469,-52958,-54437,-55906,-57366,-58816,-60258,-61690,-63115,-64532,-65941,-67343,-68738,-70126,-71509,-72885,-74257,-75624,-76987,-78346,-79701,-81054,-82405,-83754,-85101,-86449,-87796,-89144,-90492,-91843,-93197,-94553,-95913,-97277,-98647,-1.0002e+05,-1.014e+05,-1.0279e+05,-1.0419e+05,-1.056e+05,-1.0701e+05,-1.0844e+05,-1.0987e+05,-1.1132e+05,-1.1278e+05,-1.1426e+05,-1.1575e+05,-1.1725e+05,-1.1877e+05,-1.2031e+05,-1.2186e+05,-1.2344e+05,-1.2503e+05,-1.2664e+05,-1.2828e+05,-1.2993e+05,-1.3161e+05,-1.3332e+05,-1.3505e+05,-1.368e+05,-1.3859e+05,-1.404e+05,-1.4224e+05,-1.441e+05,-1.4601e+05
