7332.3,5503.9,3682.8,1869.4,64.013,-1733,-3521.3,-5300.6,-7070.6,-8831.1,-10582,-12322,-14053,-15773,-17482,-19181,-20869,-22546,-24212,-25866,-27510,-29142,-30763,-32372,-33970,-35557,-37133,-38697,-40250,-41793,-43324,-44844,-46354,-47853,-49342,-50821,-52290,-53749,-55198,-56638,-58070,-59492,-60906,-62312,-63710,-65101,-66484,-67861,-69232,-70596,-71955,-73309,-74658,-76003,-77344,-78682,-80017,-81350,-82682,-84012,-85341,-86670,-88000,-89331,-90664,-91999,-93336,-94678,-96024,-97374,-98730,-1.0009e+05,-1.0146e+05,-1.0284e+05,-1.0423e+05,-1.0562e+05,-1.0702e+05,-1.0844e+05,-1.0987e+05,-1.1131e+05,-1.1276e+05,-1.1422e+05,-1.1571e+05,-1.172e+05,-1.1871e+05,-1.2024e+05,-1.2179e+05,-1.2336e+05,-1.2495e+05,-1.2655e+05,-1.2818e+05,-1.2983e+05,-1.3151e+05,-1.3321e+05,-1.3493e+05,-1.3669e+05,-1.3846e+05,-1.4027e+05,-1.4211e+05,-1.4397e+05
7086.5,5290,3500.4,1718.1,-56.534,-1823.2,-3581.5,-5331.3,-7072.1,-8803.8,-10526,-12239,-13942,-15634,-17317,-18989,-20651,-22302,-23942,-25572,-27190,-28798,-30395,-31980,-33555,-35119,-36672,-38214,-39745,-41265,-42775,-44274,-45762,-47241,-48709,-50167,-51616,-53055,-54485,-55906,-57317,-58721,-60116,-61503,-62883,-64255,-65620,-66979,-68331,-69677,-71018,-72354,-73686,-75013,-76337,-77657,-78974,-80290,-81603,-82915,-84227,-85538,-86850,-88163,-89477,-90794,-92113,-93436,-94763,-96095,-97432,-98775,-1.0012e+05,-1.0148e+05,-1.0285e+05,-1.0422e+05,-1.0561e+05,-1.07e+05,-1.0841e+05,-1.0982e+05,-1.1125e+05,-1.127e+05,-1.1415e+05,-1.1563e+05,-1.1711e+05,-1.1862e+05,-1.2014e+05,-1.2168e+05,-1.2324e+05,-1.2482e+05,-1.2643e+05,-1.2805e+05,-1.297e+05,-1.3137e+05,-1.3306e+05,-1.3478e+05,-1.3653e+05,-1.383e+05,-1.4011e+05,-1.4194e+05
6846.7,5082,3323.8,1572.6,-171.47,-1907.9,-3636.4,-5356.6,-7068.4,-8771.4,-10465,-12150,-13825,-15491,-17146,-18792,-20428,-22053,-23668,-25272,-26866,-28449,-30022,-31584,-33135,-34676,-36206,-37725,-39234,-40732,-42220,-43698,-45165,-46623,-48070,-49508,-50937,-52356,-53766,-55167,-56560,-57944,-59320,-60688,-62049,-63403,-64749,-66090,-67424,-68752,-70075,-71394,-72707,-74017,-75322,-76625,-77925,-79222,-80518,-81812,-83106,-84399,-85693,-86988,-88284,-89583,-90883,-92188,-93496,-94808,-96126,-97450,-98780,-1.0012e+05,-1.0146e+05,-1.0282e+05,-1.0418e+05,-1.0555e+05,-1.0694e+05,-1.0833e+05,-1.0974e+05,-1.1116e+05,-1.1259e+05,-1.1404e+05,-1.1551e+05,-1.1699e+05,-1.1849e+05,-1.2e+05,-1.2154e+05,-1.2309e+05,-1.2467e+05,-1.2626e+05,-1.2788e+05,-1.2952e+05,-1.3118e+05,-1.3287e+05,-1.3459e+05,-1.3633e+05,-1.381e+05,-1.399e+05
6612.9,4879.8,3152.9,1432.5,-280.96,-1987.2,-3685.9,-5376.8,-7059.5,-8733.8,-10399,-12056,-13704,-15342,-16971,-18590,-20200,-21799,-23388,-24968,-26537,-28096,-29644,-31182,-32710,-34227,-35734,-37231,-38718,-40194,-41660,-43116,-44563,-45999,-47426,-48844,-50252,-51651,-53041,-54423,-55796,-57161,-58518,-59867,-61210,-62545,-63873,-65195,-66511,-67821,-69126,-70426,-71722,-73014,-74302,-75586,-76868,-78148,-79426,-80703,-81978,-83254,-84530,-85806,-87084,-88364,-89647,-90933,-92222,-93516,-94814,-96118,-97429,-98746,-1.0007e+05,-1.014e+05,-1.0275e+05,-1.041e+05,-1.0546e+05,-1.0684e+05,-1.0822e+05,-1.0962e+05,-1.1103e+05,-1.1246e+05,-1.139e+05,-1.1535e+05,-1.1683e+05,-1.1832e+05,-1.1982e+05,-1.2135e+05,-1.229e+05,-1.2447e+05,-1.2606e+05,-1.2767e+05,-1.293e+05,-1.3096e+05,-1.3265e+05,-1.3436e+05,-1.361e+05,-1.3786e+05
6384.7,4683.2,2987.5,1297.9,-385.15,-2061.3,-3730.4,-5391.9,-7045.6,-8691.3,-10329,-11958,-13578,-15189,-16791,-18384,-19967,-21540,-23104,-24659,-26203,-27737,-29262,-30776,-32280,-33774,-35258,-36733,-38197,-39651,-41095,-42530,-43955,-45371,-46777,-48174,-49562,-50941,-52311,-53673,-55027,-56373,-57711,-59041,-60364,-61681,-62991,-64294,-65592,-66884,-68171,-69453,-70731,-72005,-73275,-74541,-75806,-77068,-78328,-79586,-80844,-82102,-83360,-84618,-85878,-87140,-88404,-89671,-90941,-92216,-93495,-94780,-96071,-97369,-98674,-99987,-1.0131e+05,-1.0264e+05,-1.0398e+05,-1.0533e+05,-1.067e+05,-1.0807e+05,-1.0946e+05,-1.1086e+05,-1.1228e+05,-1.1371e+05,-1.1516e+05,-1.1662e+05,-1.1811e+05,-1.1961e+05,-1.2113e+05,-1.2267e+05,-1.2423e+05,-1.2581e+05,-1.2742e+05,-1.2905e+05,-1.307e+05,-1.3238e+05,-1.3408e+05,-1.3582e+05
6162.1,4492,2827.4,1168.5,-484.21,-2130.4,-3769.8,-5402.1,-7026.9,-8644,-10253,-11854,-13447,-15031,-16606,-18172,-19729,-21277,-22816,-24345,-25864,-27374,-28874,-30365,-31846,-33317,-34778,-36229,-37671,-39103,-40526,-41939,-43343,-44737,-46123,-47499,-48867,-50226,-51576,-52918,-54252,-55579,-56898,-58209,-59514,-60811,-62103,-63388,-64667,-65941,-67210,-68474,-69734,-70989,-72241,-73490,-74737,-75981,-77223,-78464,-79704,-80943,-82183,-83424,-84665,-85908,-87154,-88402,-89654,-90910,-92170,-93436,-94707,-95985,-97270,-98562,-99863,-1.0117e+05,-1.0249e+05,-1.0382e+05,-1.0516e+05,-1.0652e+05,-1.0788e+05,-1.0926e+05,-1.1066e+05,-1.1206e+05,-1.1349e+05,-1.1493e+05,-1.1638e+05,-1.1786e+05,-1.1935e+05,-1.2086e+05,-1.224e+05,-1.2395e+05,-1.2553e+05,-1.2713e+05,-1.2875e+05,-1.304e+05,-1.3207e+05,-1.3377e+05
5945,4306.2,2672.5,1044.2,-578.27,-2194.6,-3804.4,-5407.5,-7003.5,-8592.1,-10173,-11746,-13312,-14868,-16417,-17957,-19488,-21010,-22523,-24027,-25522,-27007,-28483,-29949,-31407,-32854,-34292,-35721,-37141,-38551,-39951,-41343,-42725,-44099,-45463,-46819,-48166,-49505,-50836,-52158,-53473,-54780,-56079,-57372,-58657,-59936,-61209,-62475,-63736,-64992,-66243,-67488,-68730,-69968,-71202,-72433,-73661,-74888,-76112,-77335,-78557,-79778,-81000,-82222,-83445,-84670,-85897,-87127,-88360,-89597,-90838,-92084,-93336,-94594,-95859,-97131,-98411,-99700,-1.01e+05,-1.0231e+05,-1.0363e+05,-1.0496e+05,-1.063e+05,-1.0766e+05,-1.0903e+05,-1.1041e+05,-1.1181e+05,-1.1322e+05,-1.1465e+05,-1.161e+05,-1.1757e+05,-1.1906e+05,-1.2056e+05,-1.2209e+05,-1.2363e+05,-1.252e+05,-1.268e+05,-1.2841e+05,-1.3005e+05,-1.3172e+05
5733.1,4125.5,2522.6,924.84,-667.47,-2254,-3834.3,-5408.3,-6975.5,-8535.7,-10089,-11634,-13172,-14702,-16223,-17737,-19242,-20738,-22226,-23704,-25174,-26635,-28087,-29530,-30963,-32388,-33803,-35209,-36606,-37994,-39372,-40742,-42103,-43456,-44799,-46134,-47461,-48780,-50090,-51393,-52688,-53975,-55255,-56529,-57795,-59055,-60309,-61557,-62800,-64037,-65269,-66497,-67721,-68940,-70156,-71370,-72580,-73788,-74994,-76199,-77403,-78607,-79810,-81014,-82219,-83426,-84634,-85845,-87060,-88277,-89499,-90726,-91958,-93197,-94441,-95693,-96953,-98221,-99498,-1.0079e+05,-1.0208e+05,-1.0339e+05,-1.0471e+05,-1.0604e+05,-1.0739e+05,-1.0875e+05,-1.1012e+05,-1.1151e+05,-1.1292e+05,-1.1434e+05,-1.1578e+05,-1.1724e+05,-1.1872e+05,-1.2022e+05,-1.2174e+05,-1.2327e+05,-1.2484e+05,-1.2642e+05,-1.2803e+05,-1.2966e+05
5526.3,3949.8,2377.7,810.3,-751.94,-2308.7,-3859.7,-5404.6,-6943.1,-8474.9,-9999.8,-11518,-13028,-14531,-16026,-17513,-18991,-20462,-21924,-23378,-24823,-26259,-27687,-29106,-30515,-31917,-33309,-34692,-36066,-37432,-38789,-40137,-41477,-42808,-44130,-45445,-46751,-48049,-49339,-50622,-51897,-53165,-54426,-55680,-56928,-58169,-59404,-60634,-61858,-63076,-64290,-65500,-66705,-67907,-69105,-70300,-71492,-72682,-73871,-75057,-76243,-77429,-78614,-79800,-80987,-82175,-83365,-84557,-85752,-86951,-88154,-89361,-90574,-91792,-93017,-94249,-95488,-96735,-97991,-99257,-1.0053e+05,-1.0182e+05,-1.0312e+05,-1.0443e+05,-1.0575e+05,-1.0708e+05,-1.0843e+05,-1.098e+05,-1.1118e+05,-1.1258e+05,-1.1399e+05,-1.1542e+05,-1.1687e+05,-1.1834e+05,-1.1983e+05,-1.2134e+05,-1.2287e+05,-1.2443e+05,-1.2601e+05,-1.2761e+05
5324.6,3779,2237.5,700.47,-831.8,-2358.9,-3880.6,-5396.5,-6906.3,-8409.8,-9906.7,-11397,-12880,-14355,-15824,-17284,-18737,-20182,-21619,-23047,-24467,-25879,-27283,-28677,-30064,-31441,-32810,-34171,-35523,-36866,-38201,-39527,-40845,-42155,-43457,-44750,-46036,-47314,-48584,-49847,-51102,-52350,-53592,-54827,-56055,-57277,-58494,-59704,-60910,-62110,-63306,-64497,-65684,-66867,-68047,-69224,-70398,-71570,-72741,-73909,-75077,-76244,-77411,-78579,-79747,-80917,-82088,-83262,-84438,-85618,-86802,-87990,-89183,-90382,-91586,-92798,-94016,-95243,-96478,-97722,-98976,-1.0024e+05,-1.0151e+05,-1.028e+05,-1.041e+05,-1.0541e+05,-1.0674e+05,-1.0808e+05,-1.0943e+05,-1.1081e+05,-1.1219e+05,-1.136e+05,-1.1502e+05,-1.1646e+05,-1.1792e+05,-1.194e+05,-1.2091e+05,-1.2243e+05,-1.2398e+05,-1.2554e+05
5127.8,3613.1,2102.1,595.21,-907.18,-2404.8,-3897.2,-5384.2,-6865.4,-8340.6,-9809.5,-11272,-12728,-14176,-15618,-17052,-18479,-19898,-21309,-22713,-24108,-25495,-26874,-28245,-29608,-30962,-32308,-33646,-34975,-36296,-37609,-38913,-40210,-41498,-42779,-44051,-45316,-46574,-47824,-49066,-50302,-51531,-52752,-53968,-55177,-56380,-57578,-58770,-59956,-61138,-62315,-63488,-64657,-65822,-66983,-68142,-69298,-70452,-71604,-72755,-73904,-75053,-76202,-77351,-78501,-79652,-80805,-81960,-83118,-84279,-85443,-86612,-87785,-88964,-90149,-91340,-92538,-93744,-94957,-96180,-97412,-98654,-99907,-1.0117e+05,-1.0245e+05,-1.0374e+05,-1.0504e+05,-1.0635e+05,-1.0768e+05,-1.0903e+05,-1.1039e+05,-1.1177e+05,-1.1316e+05,-1.1458e+05,-1.1601e+05,-1.1746e+05,-1.1893e+05,-1.2043e+05,-1.2194e+05,-1.2348e+05
4935.8,3451.8,1971.2,494.41,-978.19,-2446.3,-3909.6,-5367.7,-6820.4,-8267.4,-9708.4,-11143,-12572,-13993,-15408,-16816,-18217,-19610,-20996,-22374,-23745,-25107,-26462,-27809,-29148,-30479,-31801,-33116,-34423,-35722,-37012,-38295,-39570,-40837,-42096,-43348,-44592,-45829,-47059,-48281,-49497,-50706,-51908,-53104,-54294,-55478,-56656,-57829,-58997,-60160,-61319,-62473,-63624,-64770,-65914,-67054,-68192,-69328,-70462,-71594,-72725,-73856,-74987,-76117,-77249,-78381,-79516,-80652,-81790,-82932,-84078,-85227,-86381,-87540,-88704,-89875,-91053,-92238,-93430,-94632,-95842,-97062,-98292,-99533,-1.0079e+05,-1.0205e+05,-1.0333e+05,-1.0462e+05,-1.0592e+05,-1.0724e+05,-1.0858e+05,-1.0993e+05,-1.113e+05,-1.1269e+05,-1.1409e+05,-1.1551e+05,-1.1696e+05,-1.1842e+05,-1.199e+05,-1.2141e+05
4748.5,3295,1844.7,397.97,-1044.9,-2483.6,-3917.8,-5347.2,-6771.4,-8190.2,-9603.4,-11011,-12412,-13807,-15195,-16576,-17951,-19318,-20679,-22032,-23377,-24716,-26046,-27369,-28684,-29991,-31291,-32583,-33867,-35143,-36412,-37672,-38925,-40171,-41409,-42640,-43863,-45079,-46289,-47491,-48687,-49876,-51058,-52235,-53406,-54570,-55730,-56884,-58033,-59177,-60317,-61453,-62585,-63713,-64838,-65960,-67080,-68197,-69313,-70427,-71540,-72652,-73764,-74877,-75990,-77104,-78219,-79337,-80456,-81579,-82705,-83835,-84969,-86109,-87253,-88404,-89561,-90725,-91897,-93076,-94265,-95463,-96671,-97889,-99119,-1.0036e+05,-1.0161e+05,-1.0288e+05,-1.0416e+05,-1.0545e+05,-1.0676e+05,-1.0809e+05,-1.0943e+05,-1.1079e+05,-1.1216e+05,-1.1356e+05,-1.1497e+05,-1.1641e+05,-1.1786e+05,-1.1933e+05
4565.7,3142.8,1722.7,305.78,-1107.5,-2516.9,-3922.1,-5322.7,-6718.5,-8109.2,-9494.6,-10874,-12248,-13616,-14978,-16333,-17681,-19023,-20358,-21686,-23007,-24320,-25626,-26925,-28217,-29500,-30777,-32045,-33307,-34561,-35807,-37046,-38277,-39501,-40718,-41927,-43130,-44325,-45514,-46696,-47872,-49041,-50204,-51361,-52512,-53657,-54798,-55933,-57063,-58188,-59309,-60426,-61540,-62650,-63756,-64860,-65961,-67060,-68157,-69253,-70348,-71442,-72536,-73630,-74724,-75819,-76916,-78015,-79115,-80219,-81326,-82436,-83551,-84670,-85795,-86925,-88062,-89205,-90356,-91514,-92681,-93857,-95043,-96238,-97445,-98663,-99892,-1.0113e+05,-1.0239e+05,-1.0366e+05,-1.0494e+05,-1.0624e+05,-1.0756e+05,-1.0889e+05,-1.1023e+05,-1.116e+05,-1.1298e+05,-1.1439e+05,-1.1581e+05,-1.1725e+05
4387.4,2994.9,1604.8,217.75,-1166,-2546.2,-3922.5,-5294.4,-6661.9,-8024.5,-9382.1,-10734,-12081,-13422,-14757,-16086,-17408,-18724,-20034,-21336,-22632,-23921,-25203,-26478,-27745,-29006,-30259,-31504,-32743,-33974,-35198,-36415,-37624,-38827,-40022,-41210,-42392,-43567,-44735,-45897,-47052,-48201,-49344,-50482,-51613,-52739,-53860,-54976,-56087,-57194,-58296,-59395,-60489,-61580,-62668,-63754,-64836,-65917,-66996,-68073,-69150,-70225,-71300,-72376,-73451,-74528,-75606,-76686,-77768,-78852,-79940,-81031,-82126,-83225,-84330,-85440,-86556,-87678,-88808,-89945,-91091,-92245,-93408,-94581,-95764,-96958,-98164,-99382,-1.0061e+05,-1.0186e+05,-1.0311e+05,-1.0439e+05,-1.0567e+05,-1.0698e+05,-1.083e+05,-1.0964e+05,-1.1099e+05,-1.1236e+05,-1.1376e+05,-1.1517e+05
4213.6,2851.2,1491.2,133.79,-1220.6,-2571.6,-3919,-5262.4,-6601.6,-7936.2,-9266,-10591,-11910,-13224,-14533,-15835,-17132,-18422,-19706,-20984,-22254,-23519,-24776,-26027,-27270,-28507,-29737,-30959,-32175,-33384,-34585,-35780,-36967,-38148,-39322,-40489,-41650,-42804,-43951,-45093,-46228,-47357,-48480,-49597,-50709,-51816,-52918,-54014,-55106,-56194,-57277,-58357,-59433,-60505,-61575,-62641,-63706,-64768,-65828,-66887,-67945,-69002,-70059,-71115,-72172,-73230,-74289,-75350,-76413,-77478,-78546,-79618,-80693,-81773,-82857,-83947,-85043,-86145,-87253,-88369,-89493,-90625,-91766,-92916,-94076,-95247,-96429,-97623,-98829,-1.0005e+05,-1.0128e+05,-1.0253e+05,-1.0379e+05,-1.0506e+05,-1.0636e+05,-1.0766e+05,-1.0899e+05,-1.1033e+05,-1.117e+05,-1.1308e+05
